customer_id,age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score
29000,33,1,33,1,0,0,0,63,40971.0,3,17,24,1,0,0,0,9,26,0.0
60884,38,11,38,0,0,0,0,58,55340.0,2,22,24,2,1,2,1,12,29,7.899
28775,22,0,22,0,0,0,0,66,40982.0,2,-2,0,0,3,3,0,10,23,0.0
21119,34,4,34,0,0,0,0,51,37861.0,2,-5,0,2,1,0,0,13,34,0.0
4558,46,18,46,0,0,0,0,62,27037.0,6,35,36,1,0,0,0,12,25,0.0
27592,52,21,52,0,0,0,0,45,40780.0,4,15,24,4,0,0,0,16,37,0.0
46501,35,7,35,0,0,1,0,43,48514.0,3,12,24,4,3,0,5,7,49,13.248
37592,33,1,33,0,0,0,0,47,45114.0,6,9,12,4,1,0,0,13,38,0.0
7329,53,22,53,0,0,0,0,57,29809.0,3,31,36,2,0,3,1,9,33,7.66
33790,49,17,49,0,0,0,0,38,42589.0,4,37,48,5,1,3,1,17,44,7.494
12896,42,14,42,1,0,0,0,47,32445.0,7,7,12,4,2,4,2,16,36,9.701
90,70,38,70,0,0,0,0,32,14783.0,1,35,36,6,2,2,2,25,42,11.802999999999999
42821,57,29,57,1,0,0,0,71,46758.0,5,40,48,0,2,1,1,9,19,12.579
665,69,39,69,1,0,0,0,57,19914.0,1,22,24,2,1,1,1,13,29,7.486000000000001
2785,42,10,42,1,0,0,0,65,25526.0,2,-5,0,0,3,0,0,7,26,0.0
27246,42,14,42,0,0,0,0,53,40614.0,6,17,24,3,4,5,2,15,31,11.075
57537,31,0,31,1,0,0,0,73,54001.0,7,28,36,0,0,2,1,8,18,7.596
49597,55,26,55,0,0,0,0,66,50610.0,5,33,36,0,0,0,0,9,24,0.0
3109,53,22,53,1,0,0,0,64,25902.0,5,7,12,1,1,0,0,12,23,0.0
87388,36,8,36,0,0,0,0,65,64655.0,2,37,48,0,4,2,1,4,29,9.953
27774,35,7,35,1,0,0,0,44,40941.0,2,-5,0,4,2,0,0,16,38,0.0
61839,36,4,36,0,0,0,0,56,55259.0,7,26,36,2,1,0,0,12,30,0.0
52008,45,14,45,1,0,0,0,68,51495.0,7,22,24,0,0,4,1,10,21,7.436
38697,40,10,40,0,0,0,0,48,45537.0,6,17,24,4,0,3,2,11,40,9.626
8697,40,5,40,1,0,0,0,69,30782.0,3,27,36,0,0,0,0,11,18,0.0
18422,25,0,25,0,0,1,0,61,35941.0,7,10,12,1,4,3,1,10,28,11.699000000000002
6909,58,28,58,1,0,0,0,52,29103.0,1,39,48,3,2,5,3,9,38,10.624
30098,40,10,40,0,0,0,0,56,41306.0,7,19,24,2,2,0,0,12,31,0.0
43499,56,27,56,1,0,0,0,55,47334.0,4,40,48,2,0,5,2,12,32,9.708
26760,37,6,37,0,0,1,0,31,40319.0,4,32,36,6,3,4,2,13,54,12.68
22803,37,10,37,1,0,0,0,62,38191.0,7,23,24,1,0,2,1,11,26,8.389
52814,46,16,46,1,0,0,0,45,51677.0,3,23,36,4,0,5,1,11,42,8.166
60118,31,0,31,0,0,0,0,40,55017.0,3,18,24,5,0,0,0,8,50,0.0
47005,29,0,29,1,0,0,1,48,48564.0,2,38,48,3,2,6,3,14,36,12.972000000000001
59084,34,4,34,1,0,0,0,46,54648.0,3,10,12,4,3,0,0,13,39,0.0
17701,44,16,44,0,0,0,0,50,35367.0,7,12,24,3,0,5,3,14,34,11.097000000000001
58514,65,35,65,1,0,0,0,57,54446.0,5,9,12,2,1,3,1,9,32,9.827
99657,52,22,52,0,0,0,0,34,69289.0,3,7,12,6,0,4,3,8,57,13.75
23403,25,0,25,1,0,0,0,51,38352.0,6,41,48,3,0,4,1,17,31,11.352
76128,35,4,35,0,0,0,0,70,60307.0,5,38,48,0,1,5,3,14,14,10.639000000000001
39545,33,7,33,1,0,0,0,66,45822.0,5,41,48,0,0,0,0,9,23,0.0
19265,35,6,35,0,0,0,0,44,36400.0,3,18,24,4,1,0,0,17,37,0.0
2866,38,8,38,0,0,0,0,51,25640.0,4,25,36,3,0,0,0,11,37,0.0
56137,53,24,53,1,0,0,0,53,53238.0,3,40,48,3,2,5,23,11,35,29.934
110141,47,14,47,0,0,0,0,62,73109.0,4,30,36,1,0,4,2,11,26,9.222000000000001
31483,24,0,24,1,0,0,0,50,42049.0,7,15,24,3,4,0,0,15,34,0.0
19640,18,0,18,0,0,0,0,74,36765.0,7,33,36,0,1,5,27,6,19,33.979
57597,42,10,42,0,0,0,0,63,54004.0,3,9,12,1,0,0,0,11,25,0.0
538,32,4,32,0,0,0,0,43,18560.0,7,0,12,4,4,0,0,20,35,0.0
9391,39,7,39,0,0,0,0,66,30962.0,2,17,24,0,0,0,0,12,21,0.0
53745,46,13,46,1,0,0,0,63,52228.0,6,29,36,1,5,1,1,5,31,8.302
21426,59,31,59,1,0,0,0,49,38036.0,4,12,24,3,3,0,0,10,40,0.0
24309,36,5,36,0,0,0,0,51,38859.0,5,12,24,3,1,0,0,8,39,0.0
52644,38,11,38,1,0,0,0,54,51685.0,3,-6,0,2,0,0,0,13,31,0.0
29627,50,22,50,1,0,0,0,57,41103.0,3,15,24,2,1,0,0,10,31,0.0
29086,41,13,41,0,0,0,0,44,41021.0,2,32,36,4,0,4,2,9,45,8.691
77735,31,4,31,1,0,0,0,47,61281.0,6,40,48,3,0,1,1,14,37,7.812
61496,29,0,29,0,0,0,0,52,55275.0,3,22,24,3,0,1,1,9,37,7.899
12315,30,1,30,0,0,0,0,42,32192.0,3,-4,0,4,1,0,0,12,44,0.0
8158,33,2,33,0,0,0,0,58,30117.0,5,40,48,2,0,4,1,10,30,7.569
5900,75,46,75,1,0,0,0,35,28323.0,5,20,24,6,0,3,3,19,44,10.43
44208,42,10,42,1,0,0,0,72,48016.0,7,38,48,0,2,4,2,8,19,10.744000000000002
29609,33,0,33,1,0,0,0,50,41108.0,6,9,12,3,0,0,0,10,39,0.0
18081,50,22,50,0,0,0,0,60,35413.0,5,36,48,1,0,0,0,18,20,0.0
40297,36,6,36,0,0,1,0,61,46067.0,2,41,48,1,4,6,3,4,34,11.919
35601,19,0,19,1,0,0,0,55,43974.0,3,35,48,2,0,3,1,11,33,10.925999999999998
25028,20,0,20,1,0,0,0,49,39310.0,7,16,24,3,0,5,4,10,39,11.117
43190,26,0,26,1,0,0,0,40,47100.0,2,28,36,5,3,5,3,10,49,9.587
39188,27,0,27,0,0,0,0,60,45682.0,3,21,24,1,0,0,0,11,28,0.0
44083,43,14,43,1,0,0,0,62,48023.0,4,39,48,1,3,0,0,8,28,0.0
25832,19,0,19,0,0,0,0,52,39928.0,2,41,48,3,3,0,0,13,33,0.0
39713,36,7,36,1,0,0,0,55,45884.0,6,21,24,2,1,3,1,12,32,8.482000000000001
18761,21,0,21,1,0,0,0,51,35870.0,5,36,48,3,1,0,0,9,39,0.0
38577,47,14,47,1,0,0,0,57,45462.0,3,40,48,2,3,3,1,9,32,9.682
20459,40,10,40,1,0,0,0,63,37503.0,3,31,36,1,1,3,1,12,24,9.907
44685,25,0,25,0,0,0,0,64,48003.0,5,27,36,1,0,0,0,7,28,0.0
44483,37,4,37,0,0,0,0,32,48035.0,3,22,24,6,0,5,3,16,51,9.976
28697,32,5,32,0,0,0,0,72,40956.0,5,22,24,0,1,0,0,10,17,0.0
40547,43,14,43,1,0,0,0,54,46246.0,2,16,24,2,1,0,0,19,25,0.0
61459,27,0,27,0,0,0,0,60,55346.0,3,41,48,1,0,1,1,7,31,7.832999999999999
49975,38,7,38,1,0,0,0,52,50799.0,6,23,36,3,2,2,1,9,37,7.291
60143,35,7,35,1,0,0,0,45,55024.0,5,-2,0,4,0,3,0,7,46,0.0
92178,36,8,36,0,0,0,0,46,66370.0,6,35,48,4,1,2,1,16,36,7.461
9467,53,21,53,0,0,0,0,55,31033.0,1,-2,0,2,3,0,0,8,36,0.0
49203,39,11,39,1,0,0,0,55,50168.0,5,24,36,2,0,0,0,10,34,0.0
49066,52,24,52,1,0,0,0,69,50133.0,3,20,24,0,0,4,2,9,20,9.337
55826,52,26,52,1,0,0,0,69,53248.0,2,12,24,0,0,5,2,11,18,11.182
9097,35,2,35,0,0,0,0,48,30956.0,4,14,24,3,3,5,5,12,39,12.6
947,31,1,31,1,0,0,0,70,20629.0,2,29,36,0,0,4,3,17,11,9.845
50538,40,8,40,1,0,0,0,55,50856.0,3,29,36,2,2,1,1,10,33,11.707
21109,29,0,29,0,0,0,0,60,37940.0,3,29,36,1,2,4,3,11,27,13.075999999999999
9893,30,2,30,1,0,0,0,63,31289.0,3,28,36,1,0,0,0,12,23,0.0
39667,39,12,39,1,0,1,0,55,45900.0,6,17,24,2,1,0,0,12,31,0.0
48032,30,1,30,1,0,0,0,59,49537.0,6,39,48,1,2,0,0,12,27,0.0
14358,49,19,49,1,0,0,0,60,33593.0,4,11,24,1,0,0,0,13,26,0.0
25824,39,8,39,1,0,0,0,57,39860.0,4,14,24,2,2,0,0,13,28,0.0
29303,36,9,36,1,0,0,0,56,41064.0,6,40,48,2,0,5,3,15,28,9.895
13671,28,0,28,0,0,0,0,30,33090.0,4,40,48,6,0,3,1,17,52,7.356
6447,57,28,57,1,0,0,0,47,28371.0,6,-3,0,3,1,0,0,16,35,0.0
62076,44,16,44,0,0,0,0,59,55387.0,4,12,24,1,1,3,2,17,22,9.135
265,50,24,50,1,0,0,0,61,17790.0,6,27,36,1,0,1,1,6,31,9.199
6558,41,13,41,1,0,0,0,57,28516.0,7,10,12,2,3,3,2,9,32,8.821
50886,57,26,57,1,0,0,0,41,51000.0,1,20,24,5,0,0,0,14,44,0.0
35385,35,10,35,0,0,0,0,51,43754.0,2,30,36,3,0,3,2,11,36,10.503
35275,28,0,28,0,0,0,0,56,43795.0,3,29,36,2,2,3,27,12,30,33.734
13269,68,43,68,1,0,0,0,48,32610.0,5,14,24,3,2,0,0,10,41,0.0
6539,56,28,56,0,0,0,0,59,28511.0,1,7,12,1,0,0,0,15,25,0.0
57620,52,23,52,1,0,0,0,38,53984.0,4,22,24,5,1,0,0,18,43,0.0
35611,38,9,38,1,0,0,0,51,43962.0,4,19,24,3,4,0,0,8,39,0.0
853,44,16,44,0,0,0,0,70,19906.0,3,11,24,0,1,0,0,10,19,0.0
51175,44,17,44,1,0,0,0,48,51091.0,3,41,48,3,1,2,1,11,40,8.829
71979,28,0,28,1,0,0,0,60,58422.0,7,18,24,1,1,0,21,7,32,27.495
59347,26,0,26,0,0,0,0,54,54898.0,5,6,12,2,0,0,0,9,35,0.0
98689,58,34,58,0,0,0,0,54,69205.0,5,36,48,2,2,0,29,6,39,35.734
31599,55,28,55,1,0,0,0,48,41983.0,4,40,48,3,0,2,2,12,38,8.751
34449,33,5,33,0,0,0,0,54,42688.0,7,28,36,3,1,4,3,9,36,11.603
41836,47,17,47,1,0,0,0,55,46585.0,3,23,36,2,1,0,0,15,29,0.0
61742,35,7,35,0,0,0,0,50,55336.0,3,0,12,3,3,3,1,13,35,7.202000000000001
32487,34,4,34,1,0,0,0,57,42211.0,3,28,36,2,0,0,0,10,32,0.0
778,50,20,50,1,0,0,0,58,19856.0,2,34,36,2,1,0,0,11,29,0.0
7762,52,23,52,1,0,0,0,61,29962.0,6,39,48,1,0,3,1,7,30,9.732000000000001
1105,42,12,42,1,0,0,0,56,21355.0,7,31,36,2,5,0,0,7,36,0.0
5207,22,0,22,1,0,0,0,64,27260.0,2,29,36,1,0,0,0,11,23,0.0
14617,43,15,43,0,0,1,0,75,33830.0,3,40,48,0,4,3,1,9,14,8.912
53649,40,12,40,1,0,0,0,55,51985.0,2,-2,0,2,0,1,0,6,38,0.0
49319,38,8,38,1,0,0,0,48,50194.0,7,34,36,3,3,0,0,13,37,0.0
20598,54,23,54,0,0,1,0,66,37492.0,1,29,36,0,0,4,3,6,27,10.424000000000001
55402,29,0,29,0,0,0,0,61,52836.0,5,23,36,1,1,0,0,5,32,0.0
5954,36,9,36,1,0,0,0,72,28289.0,5,21,24,0,1,0,0,9,18,0.0
33673,51,23,51,1,0,0,0,50,42574.0,1,19,24,3,3,0,0,10,39,0.0
1116,53,27,53,0,0,0,0,42,21529.0,6,5,12,4,0,0,0,10,47,0.0
15897,29,0,29,1,0,0,0,54,34881.0,3,29,36,2,0,4,3,12,33,11.444
31627,41,15,41,0,0,0,0,59,41964.0,3,8,12,2,1,0,0,12,27,0.0
13886,37,7,37,0,0,0,0,48,33283.0,4,35,36,3,2,0,0,10,41,0.0
23204,36,6,36,0,0,0,0,51,38168.0,3,-4,0,3,0,0,0,11,37,0.0
11234,49,18,49,1,0,0,0,56,31993.0,6,36,48,2,0,0,0,11,32,0.0
37292,52,21,52,0,0,0,0,51,44748.0,1,16,24,3,4,0,0,12,36,0.0
4055,48,20,48,1,0,1,0,63,26824.0,1,39,48,1,1,3,1,13,22,8.62
1849,23,0,23,0,0,0,0,65,23465.0,7,21,24,1,0,1,1,3,31,8.127
1164,26,0,26,0,0,0,0,54,21582.0,6,34,36,2,1,0,0,9,35,0.0
33425,39,7,39,0,0,0,0,49,42452.0,6,33,36,3,3,0,0,8,41,0.0
30084,30,1,30,1,0,0,0,50,41242.0,6,20,24,3,0,0,0,12,36,0.0
52749,47,17,47,0,0,0,0,58,51741.0,5,-1,0,2,0,0,0,12,29,0.0
17489,37,3,37,1,0,0,0,59,35447.0,4,24,36,1,0,3,1,10,30,8.326
52654,20,0,20,1,0,0,0,51,51699.0,3,16,24,3,2,3,2,17,30,10.65
38353,40,8,40,1,0,0,0,56,45539.0,3,29,36,2,4,3,1,14,29,11.212
60678,49,19,49,0,0,0,0,44,55286.0,1,6,12,4,1,0,0,10,44,0.0
32383,45,15,45,1,0,0,0,52,42224.0,5,34,36,3,0,2,1,14,32,9.126
56311,44,14,44,0,0,0,0,58,53251.0,6,12,24,1,0,0,0,11,30,0.0
109863,35,4,35,1,0,0,0,44,72910.0,7,22,24,4,0,3,20,13,41,26.743000000000002
18837,38,10,38,0,0,0,0,62,35908.0,6,23,36,1,0,0,0,3,33,0.0
26174,19,0,19,1,0,0,0,58,39853.0,7,16,24,2,4,4,3,10,31,9.689
27874,37,9,37,0,0,0,0,44,40894.0,7,-3,0,4,4,0,0,14,41,0.0
60976,35,7,35,1,0,0,0,37,55347.0,3,24,36,5,4,0,0,7,54,0.0
5011,41,12,41,1,0,0,0,68,26980.0,4,39,48,0,1,0,0,7,24,0.0
10488,30,2,30,1,0,1,0,63,31733.0,5,6,12,1,1,4,2,9,26,10.267999999999999
51990,48,16,48,1,0,0,0,62,51511.0,3,25,36,1,0,0,0,9,27,0.0
52669,25,0,25,1,0,0,0,62,51678.0,7,22,24,1,2,5,2,8,29,8.866
43175,36,11,36,0,0,0,0,67,47102.0,2,7,12,0,2,0,0,10,22,0.0
55704,37,11,37,1,0,0,0,68,53230.0,5,26,36,0,1,4,1,11,20,12.412
98456,37,8,37,1,0,0,0,64,69152.0,7,12,24,1,0,0,1,8,27,7.3870000000000005
18383,58,31,58,0,0,0,0,60,35872.0,3,5,12,2,0,0,0,10,29,0.0
47425,24,0,24,0,0,0,0,51,49019.0,2,0,12,3,3,0,0,7,41,0.0
6364,43,9,43,0,0,0,0,58,28309.0,4,19,24,2,3,0,0,8,33,0.0
15441,52,25,52,1,0,0,0,53,34617.0,4,16,24,2,0,3,1,12,34,7.899
9706,46,19,46,0,0,0,0,72,31310.0,4,28,36,0,2,2,1,15,11,9.292
20983,43,10,43,0,0,0,0,70,37735.0,7,39,48,0,0,2,1,16,13,10.399000000000001
60298,44,16,44,1,0,0,0,57,54953.0,4,31,36,2,1,2,1,7,35,10.539000000000001
1858,70,38,70,0,0,0,0,46,23480.0,4,40,48,4,2,0,0,14,38,0.0
51535,30,0,30,1,0,0,0,65,51299.0,7,5,12,0,0,2,2,7,26,8.406
46754,53,22,53,0,0,0,0,57,48619.0,4,-6,0,2,1,0,0,12,29,0.0
3774,53,21,53,1,0,0,0,55,26321.0,3,7,12,2,0,4,4,7,36,10.693
1691,27,3,27,1,0,0,0,60,23054.0,4,29,36,1,1,6,1,7,32,9.026
15871,27,0,27,1,0,0,0,51,34839.0,2,40,48,3,3,3,1,12,36,7.4670000000000005
61098,35,8,35,0,0,0,0,52,55292.0,5,27,36,3,0,0,0,13,34,0.0
16750,50,21,50,0,0,0,0,48,35342.0,3,25,36,3,0,3,1,8,43,8.539
26257,40,11,40,1,0,0,0,44,39857.0,5,20,24,4,0,0,0,10,44,0.0
39359,59,30,59,1,0,0,0,72,45675.0,2,14,24,0,1,1,1,11,16,0.0
51549,34,3,34,1,0,0,0,51,51307.0,7,32,36,3,0,2,1,9,39,11.582
12719,39,16,39,0,0,0,0,42,32176.0,5,31,36,4,3,3,1,14,43,12.995999999999999
23275,29,3,29,1,0,0,0,47,38436.0,4,41,48,3,0,2,15,13,38,21.487
104283,53,24,53,1,0,0,0,53,70934.0,1,22,24,3,2,0,1,12,33,7.8660000000000005
43681,31,6,31,0,0,0,0,47,47445.0,4,7,12,3,0,0,0,9,43,0.0
49240,49,23,49,0,0,0,0,50,50216.0,2,34,36,3,0,4,1,8,40,8.82
16544,46,19,46,0,0,0,0,48,35083.0,2,16,24,3,0,0,0,5,45,0.0
10889,37,5,37,0,0,0,0,64,31906.0,7,15,24,1,2,0,0,2,32,0.0
1110,61,36,61,0,0,0,0,54,21355.0,3,22,24,2,5,3,1,11,34,10.352
14682,56,24,56,1,0,0,0,54,33891.0,6,13,24,2,0,0,0,16,29,0.0
39171,49,18,49,1,0,1,0,35,45707.0,6,25,36,6,1,0,14,15,49,21.122
3999,10,0,10,1,0,0,0,66,26737.0,7,21,24,0,3,0,0,3,29,0.0
25312,35,8,35,0,0,0,0,60,39616.0,6,40,48,1,1,3,1,13,25,12.752
112325,32,0,32,1,0,0,0,62,75036.0,3,41,48,1,0,3,1,8,29,10.585999999999999
34208,37,9,37,1,0,0,0,66,42665.0,5,34,36,0,0,0,0,8,24,0.0
45069,32,5,32,0,0,0,0,53,48050.0,4,29,36,2,0,1,1,12,34,9.232999999999999
60200,38,8,38,0,0,1,0,60,54962.0,4,25,36,1,5,0,0,5,33,0.0
24964,49,15,49,0,0,0,0,58,39342.0,2,40,48,2,0,3,1,12,29,7.772
4034,24,0,24,1,0,0,0,67,26833.0,5,41,48,0,0,3,2,10,22,10.001
14331,47,17,47,1,0,0,0,64,33567.0,5,40,48,1,1,2,1,17,17,8.579
98820,49,20,49,0,0,0,0,58,69226.0,2,37,48,2,3,4,3,11,30,10.605
43005,36,0,36,0,0,0,0,50,47012.0,6,26,36,3,4,0,0,10,39,0.0
10475,35,0,35,1,0,0,0,55,31685.0,2,11,24,2,1,0,0,10,34,0.0
46395,42,16,42,0,0,0,0,58,48545.0,4,11,24,2,0,0,0,12,28,0.0
50948,27,0,27,0,0,0,0,53,51042.0,2,22,24,2,0,4,3,13,33,11.412
54472,24,0,24,1,0,1,0,63,52535.0,5,8,12,1,3,2,1,10,25,8.362
27172,35,5,35,1,0,0,0,47,40457.0,2,40,48,3,0,0,0,16,35,0.0
34380,74,49,74,1,0,0,0,61,42711.0,1,28,36,1,0,0,0,5,33,0.0
60067,17,0,17,1,0,0,0,50,54911.0,3,11,12,3,0,5,3,10,39,12.288
52123,18,0,18,0,0,0,0,56,51473.0,7,21,24,2,0,2,1,10,32,8.066
28306,34,4,34,0,0,0,0,45,40979.0,2,11,24,4,1,0,0,14,39,0.0
16344,39,7,39,1,0,1,0,61,35064.0,6,40,48,1,5,4,3,12,25,10.774000000000001
38420,20,0,20,0,0,0,0,60,45528.0,2,28,36,1,0,2,19,10,28,25.863000000000003
23416,54,26,54,1,0,0,0,66,38475.0,2,13,24,1,1,0,0,5,27,0.0
37962,43,13,43,0,0,0,0,61,45404.0,4,34,36,1,0,6,3,13,24,11.797
41146,41,11,41,1,0,0,0,56,46639.0,2,13,24,2,0,0,0,9,34,0.0
59422,44,15,44,0,0,0,0,52,54879.0,7,18,24,3,0,0,0,11,35,0.0
18326,28,1,28,1,0,0,0,73,35873.0,7,29,36,0,1,2,1,12,14,9.17
15624,32,9,32,0,0,0,0,26,34819.0,2,12,24,7,3,2,1,11,61,7.402
44163,41,14,41,1,0,0,0,38,47975.0,5,35,36,5,0,0,0,7,54,0.0
48116,38,7,38,0,0,0,0,58,49691.0,2,27,36,2,2,0,0,10,30,0.0
48150,43,16,43,0,0,0,0,59,49751.0,2,14,24,1,1,0,0,10,30,0.0
43185,30,1,30,1,0,0,0,48,47123.0,5,19,24,3,0,3,1,15,35,7.436
12682,38,7,38,0,0,0,0,39,32243.0,3,20,24,5,0,3,3,13,47,13.23
55692,33,2,33,0,0,0,0,46,53222.0,7,39,48,4,0,0,0,13,40,0.0
60542,41,12,41,1,0,0,0,55,55188.0,6,-6,0,2,0,1,0,14,29,0.0
27903,22,0,22,1,0,0,0,64,40913.0,2,0,12,1,0,0,0,9,25,0.0
33972,47,19,47,0,0,0,0,53,42699.0,1,16,24,3,0,0,0,9,37,0.0
21630,24,0,24,1,0,0,0,48,38014.0,6,32,36,3,0,0,0,9,42,0.0
46280,29,1,29,1,0,0,0,61,48533.0,5,5,12,1,2,2,1,13,25,7.582000000000001
41320,47,18,47,0,0,0,0,64,46645.0,5,40,48,1,1,1,1,10,25,11.152000000000001
12444,31,2,31,0,0,0,0,58,32165.0,4,21,24,1,3,0,0,8,32,0.0
43141,19,0,19,1,0,0,0,58,47116.0,7,36,48,2,0,0,0,14,26,0.0
29666,53,28,53,0,0,0,0,55,41094.0,2,11,24,2,3,0,0,12,32,0.0
49893,24,0,24,0,0,0,0,53,50724.0,2,18,24,3,3,2,1,12,34,8.882
62171,26,0,26,1,0,0,0,53,55519.0,4,40,48,2,0,0,0,8,38,0.0
17764,29,0,29,1,0,0,0,56,35375.0,7,30,36,2,0,0,0,7,36,0.0
24912,31,0,31,1,0,0,0,67,39347.0,3,22,24,0,3,6,3,13,19,10.407
89806,46,16,46,0,0,0,0,42,65301.0,4,33,36,4,0,2,1,13,43,9.092
66358,53,22,53,0,0,0,0,30,56389.0,6,5,12,6,3,2,1,25,44,10.059
36447,32,1,32,0,0,0,0,62,44400.0,3,19,24,1,0,0,0,5,31,0.0
44565,38,8,38,0,0,0,0,50,48020.0,6,30,36,3,3,0,0,7,42,0.0
93530,56,27,56,1,0,0,0,64,67079.0,1,26,36,1,2,3,1,6,28,8.032
8446,59,30,59,1,0,0,0,60,30541.0,3,-1,0,1,0,2,0,12,26,0.0
7767,57,28,57,0,0,0,0,61,29962.0,6,9,12,1,2,0,0,7,30,0.0
57788,41,9,41,0,0,0,0,43,54241.0,4,41,48,4,0,4,1,12,44,11.399000000000001
57271,36,11,36,0,0,0,0,43,53984.0,6,41,48,4,0,4,1,12,43,11.252
15104,14,0,14,1,0,0,0,59,34014.0,2,-6,0,1,0,1,0,10,30,0.0
69249,47,19,47,1,0,0,0,59,57006.0,4,23,36,1,1,0,3,9,31,10.932
13151,28,0,28,0,0,0,0,76,32378.0,6,21,24,1,0,0,0,5,17,0.0
12146,24,0,24,1,0,0,0,56,32233.0,2,16,24,2,0,0,0,10,33,0.0
52493,59,30,59,0,0,0,0,53,51528.0,2,23,36,2,0,5,19,7,38,26.478
5863,15,0,15,0,0,0,0,56,28314.0,4,7,12,2,2,3,1,16,26,8.449
900,23,0,23,1,0,0,0,77,20151.0,6,5,12,1,0,0,0,7,14,0.0
26378,52,25,52,0,0,0,0,47,39906.0,4,9,12,3,1,0,0,7,45,0.0
17081,43,14,43,0,0,0,0,61,35349.0,3,24,36,1,0,0,0,7,30,0.0
31526,36,5,36,0,0,0,0,65,41993.0,7,16,24,0,3,3,3,12,21,11.909
18780,49,16,49,0,0,0,0,46,35917.0,5,33,36,4,1,4,3,14,38,11.1
49028,24,0,24,1,0,0,0,59,50054.0,6,-1,0,2,0,0,0,12,27,0.0
58224,32,4,32,1,0,0,0,62,54406.0,6,11,24,1,0,2,1,3,33,13.029000000000002
53956,25,0,25,0,0,0,0,56,52393.0,3,27,36,2,1,4,1,8,34,11.925999999999998
55070,29,0,29,0,0,0,0,52,52673.0,3,28,36,3,0,0,0,19,28,0.0
27389,26,0,26,1,0,0,0,47,40750.0,6,27,36,4,0,0,7,11,41,13.742
41106,29,0,29,1,0,0,0,56,46593.0,2,34,36,2,0,1,1,15,28,7.879
55314,26,0,26,0,0,0,0,54,52848.0,5,18,24,2,2,5,2,10,34,8.804
31051,40,8,40,1,0,0,0,49,41771.0,6,41,48,3,2,3,1,19,30,10.292
28889,28,1,28,1,0,0,0,57,41029.0,6,22,24,2,0,4,3,15,27,9.7
25161,44,13,44,0,0,0,0,60,39387.0,5,-2,0,1,1,0,0,15,24,0.0
42183,40,13,40,0,0,1,0,50,46594.0,6,13,24,3,3,4,2,8,40,9.275
49649,27,0,27,0,0,0,0,66,50649.0,2,11,24,0,2,0,0,9,23,0.0
12293,47,16,47,0,0,0,0,47,32161.0,7,10,12,3,0,2,1,7,44,10.689
59367,69,43,69,1,0,0,0,52,54937.0,1,20,24,3,0,0,0,9,37,0.0
18250,39,13,39,1,0,0,0,33,35874.0,6,23,36,6,0,3,2,17,49,8.666
16055,39,6,39,0,0,0,0,46,35018.0,2,-1,0,3,0,2,0,7,46,0.0
41629,49,19,49,1,0,0,0,49,46606.0,3,18,24,3,0,0,0,16,34,0.0
19214,43,10,43,0,0,0,0,65,36444.0,6,29,36,0,0,3,1,5,28,9.509
36336,38,11,38,0,0,0,0,53,44442.0,5,25,36,2,1,0,0,14,32,0.0
52155,32,6,32,0,0,0,0,47,51509.0,5,24,36,4,0,0,0,14,38,0.0
34658,30,0,30,1,0,0,0,66,43097.0,4,34,36,0,0,0,0,13,20,0.0
55224,60,30,60,0,0,0,0,61,52695.0,4,11,24,1,2,0,0,12,26,0.0
20191,32,4,32,1,0,1,0,55,37292.0,3,-4,0,2,7,0,0,6,37,0.0
30706,41,8,41,1,0,0,0,40,41516.0,7,-2,0,4,1,1,0,10,48,0.0
43733,35,6,35,0,0,0,0,62,47383.0,3,16,24,1,0,3,2,13,24,8.339
17325,37,8,37,0,0,0,0,59,35400.0,4,16,24,1,1,0,0,12,28,0.0
87304,47,14,47,1,0,0,0,59,64660.0,3,8,12,1,3,5,3,7,33,13.024000000000001
61616,55,26,55,1,0,0,0,47,55270.0,1,33,36,3,2,3,2,17,34,10.055
1739,35,4,35,1,0,0,0,53,23357.0,6,-6,0,2,4,0,0,7,38,0.0
36374,36,6,36,0,0,0,0,51,44444.0,4,-3,0,3,1,1,0,10,38,0.0
6849,40,10,40,0,0,0,0,63,29028.0,5,31,36,1,1,0,0,6,30,0.0
32773,47,15,47,1,0,0,0,58,42346.0,6,29,36,2,1,0,0,11,30,0.0
46811,37,5,37,0,0,0,0,54,48554.0,4,17,24,2,0,0,0,6,38,0.0
58352,53,24,53,1,0,0,0,53,54377.0,4,30,36,2,0,0,0,9,37,0.0
41616,23,0,23,0,0,0,0,40,46637.0,7,38,48,5,3,4,3,19,40,12.434000000000001
62746,44,13,44,1,0,0,0,46,55615.0,2,38,48,4,0,2,1,13,40,7.649
54569,51,27,51,0,0,0,0,44,52555.0,3,-4,0,4,0,0,0,10,44,0.0
48208,38,7,38,0,0,0,0,55,49830.0,4,12,24,2,4,5,3,10,33,12.669
40623,38,6,38,0,0,0,0,56,46452.0,7,28,36,2,0,3,3,9,33,13.587
20840,38,14,38,1,0,0,0,53,37501.0,7,41,48,2,1,3,1,7,38,10.125
61468,50,19,50,1,0,0,0,59,55299.0,4,40,48,2,1,5,9,11,28,15.835999999999999
20042,36,7,36,1,0,0,0,62,37153.0,3,20,24,1,1,3,2,8,29,10.318
